year,event,bout,method,judge,score
2024,UFC on ESPN 65,Marcos def. Yanez,Split,CLEARY,30 - 27
2024,UFC on ESPN 65,Marcos def. Yanez,Split,COLÓN,29 - 28
2024,UFC on ESPN 65,Marcos def. Yanez,Split,LEE,28 - 29
2024,UFC on ESPN 65,Stirling def. Tokkos,Unanimous,CLEARY,30 - 27
2024,UFC on ESPN 65,Stirling def. Tokkos,Unanimous,COLÓN,30 - 27
2024,UFC on ESPN 65,Stirling def. Tokkos,Unanimous,GRENIER,30 - 27
2024,UFC on ESPN 65,Lima def. Johns,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN 65,Lima def. Johns,Unanimous,LEE,30 - 27
2024,UFC on ESPN 65,Lima def. Johns,Unanimous,WINCAPAW,30 - 27
2024,UFC on ESPN 65,Maverick def. Horth,Unanimous,CLEARY,29 - 28
2024,UFC on ESPN 65,Maverick def. Horth,Unanimous,D'AMATO,29 - 28
2024,UFC on ESPN 65,Maverick def. Horth,Unanimous,MIRANDA,29 - 28
2024,UFC on ESPN 65,Grant def. Taveras,Unanimous,CLEARY,29 - 28
2024,UFC on ESPN 65,Grant def. Taveras,Unanimous,COLÓN,30 - 27
2024,UFC on ESPN 65,Grant def. Taveras,Unanimous,EDGEHILL,30 - 27
2024,UFC on ESPN 65,Rodriguez def. Knutsson,Unanimous,COLÓN,30 - 27
2024,UFC on ESPN 65,Rodriguez def. Knutsson,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN 65,Rodriguez def. Knutsson,Unanimous,GRENIER,30 - 27
2024,UFC 310,Rakhmonov def. Garry,Unanimous,BELL,48 - 47
2024,UFC 310,Rakhmonov def. Garry,Unanimous,LEE,48 - 47
2024,UFC 310,Rakhmonov def. Garry,Unanimous,MCCARTHY,48 - 47
2024,UFC 310,Gane def. Volkov,Split,BYRD,29 - 28
2024,UFC 310,Gane def. Volkov,Split,COLÓN,28 - 29
2024,UFC 310,Gane def. Volkov,Split,KAMIJO,29 - 28
2024,UFC 310,Evloev def. Sterling,Unanimous,CARTLIDGE,29 - 28
2024,UFC 310,Evloev def. Sterling,Unanimous,CLEARY,29 - 28
2024,UFC 310,Evloev def. Sterling,Unanimous,D'AMATO,29 - 28
2024,UFC 310,Battle def. Brown,Split,BELL,28 - 29
2024,UFC 310,Battle def. Brown,Split,BYRD,29 - 28
2024,UFC 310,Battle def. Brown,Split,MCCARTHY,29 - 28
2024,UFC 310,Van def. Durden,Unanimous,BELL,29 - 28
2024,UFC 310,Van def. Durden,Unanimous,COLÓN,30 - 26
2024,UFC 310,Van def. Durden,Unanimous,MCCARTHY,30 - 27
2024,UFC on ESPN+ 106,Yan def. Figueiredo,Unanimous,D'AMATO,50 - 45
2024,UFC on ESPN+ 106,Yan def. Figueiredo,Unanimous,LETHABY,50 - 45
2024,UFC on ESPN+ 106,Yan def. Figueiredo,Unanimous,WERNER,50 - 45
2024,UFC on ESPN+ 106,Xiaonan def. Ricci,Unanimous,COLLETT,30 - 27
2024,UFC on ESPN+ 106,Xiaonan def. Ricci,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 106,Xiaonan def. Ricci,Unanimous,PAOLILLO,30 - 27
2024,UFC on ESPN+ 106,Ulberg def. Oezdemir,Unanimous,CHRISTIE,30 - 27
2024,UFC on ESPN+ 106,Ulberg def. Oezdemir,Unanimous,FIELD,29 - 28
2024,UFC on ESPN+ 106,Ulberg def. Oezdemir,Unanimous,PAOLILLO,30 - 27
2024,UFC on ESPN+ 106,Su Young def. Jieleyisi,Unanimous,CHRISTIE,30 - 27
2024,UFC on ESPN+ 106,Su Young def. Jieleyisi,Unanimous,LETHABY,29 - 28
2024,UFC on ESPN+ 106,Su Young def. Jieleyisi,Unanimous,WERNER,30 - 27
2024,UFC on ESPN+ 106,Hernandez def. Tumendemberel,Split,COLLETT,29 - 28
2024,UFC on ESPN+ 106,Hernandez def. Tumendemberel,Split,D'AMATO,28 - 29
2024,UFC on ESPN+ 106,Hernandez def. Tumendemberel,Split,WERNER,29 - 28
2024,UFC on ESPN+ 106,Kavanagh def. Ochoa,Unanimous,CHRISTIE,30 - 27
2024,UFC on ESPN+ 106,Kavanagh def. Ochoa,Unanimous,FIELD,29 - 28
2024,UFC on ESPN+ 106,Kavanagh def. Ochoa,Unanimous,PAOLILLO,29 - 28
2024,UFC on ESPN+ 106,Motta def. Maheshate,Unanimous,FIELD,30 - 27
2024,UFC on ESPN+ 106,Motta def. Maheshate,Unanimous,LETHABY,30 - 27
2024,UFC on ESPN+ 106,Motta def. Maheshate,Unanimous,PAOLILLO,30 - 27
2024,UFC 309,Oliveira def. Chandler,Unanimous,COLÓN,49 - 46
2024,UFC 309,Oliveira def. Chandler,Unanimous,KAMIJO,49 - 46
2024,UFC 309,Oliveira def. Chandler,Unanimous,MCCARTHY,49 - 45
2024,UFC 309,Nickal def. Craig,Unanimous,BOLINSKI,30 - 27
2024,UFC 309,Nickal def. Craig,Unanimous,D'AMATO,30 - 27
2024,UFC 309,Nickal def. Craig,Unanimous,MINER,30 - 27
2024,UFC 309,Araujo def. Silva,Unanimous,CLEARY,29 - 28
2024,UFC 309,Araujo def. Silva,Unanimous,KAMIJO,29 - 28
2024,UFC 309,Araujo def. Silva,Unanimous,LEE,29 - 28
2024,UFC 309,Ruffy def. Llontop,Unanimous,COLÓN,29 - 28
2024,UFC 309,Ruffy def. Llontop,Unanimous,MCCARTHY,29 - 28
2024,UFC 309,Ruffy def. Llontop,Unanimous,MINER,29 - 28
2024,UFC 309,McGhee def. Martinez,Unanimous,BOLINSKI,29 - 28
2024,UFC 309,McGhee def. Martinez,Unanimous,D'AMATO,29 - 28
2024,UFC 309,McGhee def. Martinez,Unanimous,LEE,29 - 28
2024,UFC 309,Onama def. Romero,Unanimous,BOLINSKI,30 - 27
2024,UFC 309,Onama def. Romero,Unanimous,LEE,30 - 27
2024,UFC 309,Onama def. Romero,Unanimous,MCCARTHY,30 - 27
2024,UFC 309,Moura def. Hardy,Unanimous,BOLINSKI,29 - 28
2024,UFC 309,Moura def. Hardy,Unanimous,KAMIJO,30 - 27
2024,UFC 309,Moura def. Hardy,Unanimous,MINER,29 - 28
2024,UFC on ESPN+ 105,Bolanos def. Romious,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 105,Bolanos def. Romious,Unanimous,LEE,30 - 27
2024,UFC on ESPN+ 105,Bolanos def. Romious,Unanimous,WEEKS,30 - 26
2024,UFC on ESPN+ 105,Robertson def. Pinheiro,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 105,Robertson def. Pinheiro,Unanimous,BYRD,29 - 28
2024,UFC on ESPN+ 105,Robertson def. Pinheiro,Unanimous,CLEARY,29 - 27
2024,UFC on ESPN+ 105,Gomes def. Kowalkiewicz,Unanimous,BELL,30 - 27
2024,UFC on ESPN+ 105,Gomes def. Kowalkiewicz,Unanimous,CLEARY,29 - 28
2024,UFC on ESPN+ 105,Gomes def. Kowalkiewicz,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 104,Moreno def. Albazi,Unanimous,CLEARY,50 - 45
2024,UFC on ESPN+ 104,Moreno def. Albazi,Unanimous,COLÓN,49 - 46
2024,UFC on ESPN+ 104,Moreno def. Albazi,Unanimous,D'AMATO,50 - 45
2024,UFC on ESPN+ 104,Blanchfield def. Namajunas,Unanimous,BELL,48 - 47
2024,UFC on ESPN+ 104,Blanchfield def. Namajunas,Unanimous,CLEARY,48 - 47
2024,UFC on ESPN+ 104,Blanchfield def. Namajunas,Unanimous,KAMIJO,48 - 47
2024,UFC on ESPN+ 104,Ribeiro def. Machado,Split,BELL,29 - 28
2024,UFC on ESPN+ 104,Ribeiro def. Machado,Split,COLLINS,28 - 29
2024,UFC on ESPN+ 104,Ribeiro def. Machado,Split,D'AMATO,29 - 28
2024,UFC on ESPN+ 104,Malott def. Giles,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 104,Malott def. Giles,Unanimous,COLLINS,29 - 28
2024,UFC on ESPN+ 104,Malott def. Giles,Unanimous,COLÓN,30 - 27
2024,UFC on ESPN+ 104,Zahabi def. Munhoz,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 104,Zahabi def. Munhoz,Unanimous,COLÓN,29 - 28
2024,UFC on ESPN+ 104,Zahabi def. Munhoz,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 104,Romanov def. Nascimento,Unanimous,COLLINS,30 - 27
2024,UFC on ESPN+ 104,Romanov def. Nascimento,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 104,Romanov def. Nascimento,Unanimous,TATLOW,30 - 27
2024,UFC on ESPN+ 104,Sidey def. Armfield,Split,BELL,28 - 29
2024,UFC on ESPN+ 104,Sidey def. Armfield,Split,CLEARY,29 - 28
2024,UFC on ESPN+ 104,Sidey def. Armfield,Split,KAMIJO,29 - 28
2024,UFC on ESPN+ 104,Gibson def. Anheliger,Unanimous,CLEARY,30 - 26
2024,UFC on ESPN+ 104,Gibson def. Anheliger,Unanimous,HARB,30 - 27
2024,UFC on ESPN+ 104,Gibson def. Anheliger,Unanimous,KAMIJO,30 - 27
2024,UFC on ESPN+ 104,Horth def. Petrovic,Split,BELL,29 - 28
2024,UFC on ESPN+ 104,Horth def. Petrovic,Split,COLLINS,28 - 29
2024,UFC on ESPN+ 104,Horth def. Petrovic,Split,COLÓN,30 - 27
2024,UFC 308,Ankalaev def. Rakic,Unanimous,D'AMATO,29 - 28
2024,UFC 308,Ankalaev def. Rakic,Unanimous,MONTALVO,29 - 28
2024,UFC 308,Ankalaev def. Rakic,Unanimous,WEEKS,29 - 28
2024,UFC 308,Murphy def. Ige,Unanimous,ALI,29 - 28
2024,UFC 308,Murphy def. Ige,Unanimous,BELL,29 - 28
2024,UFC 308,Murphy def. Ige,Unanimous,CARTLIDGE,29 - 28
2024,UFC 308,Rebecki def. Orolbai,Split,CARTLIDGE,29 - 28
2024,UFC 308,Rebecki def. Orolbai,Split,D'AMATO,29 - 28
2024,UFC 308,Rebecki def. Orolbai,Split,MONTALVO,28 - 29
2024,UFC 308,Basharat def. Hugo,Unanimous,ALI,29 - 28
2024,UFC 308,Basharat def. Hugo,Unanimous,BELL,30 - 27
2024,UFC 308,Basharat def. Hugo,Unanimous,LETHABY,29 - 28
2024,UFC 308,Naurdiev def. Silva,Unanimous,D'AMATO,30 - 27
2024,UFC 308,Naurdiev def. Silva,Unanimous,MONTALVO,30 - 27
2024,UFC 308,Naurdiev def. Silva,Unanimous,WEEKS,30 - 27
2024,UFC 308,Fakhretdinov def. Leal,Unanimous,ALI,30 - 27
2024,UFC 308,Fakhretdinov def. Leal,Unanimous,BELL,29 - 28
2024,UFC 308,Fakhretdinov def. Leal,Unanimous,LETHABY,29 - 28
2024,UFC on ESPN+ 103,Font def. Phillips,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 103,Font def. Phillips,Unanimous,CLEARY,29 - 28
2024,UFC on ESPN+ 103,Font def. Phillips,Unanimous,KAMIJO,29 - 28
2024,UFC on ESPN+ 103,Johnson def. Mudaerji,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 103,Johnson def. Mudaerji,Unanimous,LEBEN,29 - 28
2024,UFC on ESPN+ 103,Johnson def. Mudaerji,Unanimous,MCCARTHY,29 - 28
2024,UFC on ESPN+ 103,Smotherman def. Hadley,Unanimous,BYRD,30 - 26
2024,UFC on ESPN+ 103,Smotherman def. Hadley,Unanimous,CARTLIDGE,29 - 27
2024,UFC on ESPN+ 103,Smotherman def. Hadley,Unanimous,CLEARY,29 - 27
2024,UFC on ESPN+ 103,Elkins def. Pineda,Unanimous,CARTLIDGE,29 - 28
2024,UFC on ESPN+ 103,Elkins def. Pineda,Unanimous,KAMIJO,29 - 28
2024,UFC on ESPN+ 103,Elkins def. Pineda,Unanimous,WEEKS,29 - 28
2024,UFC on ESPN+ 103,Almabaev def. Nicolau,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 103,Almabaev def. Nicolau,Unanimous,MCCARTHY,29 - 28
2024,UFC on ESPN+ 103,Almabaev def. Nicolau,Unanimous,PUCCILLO,29 - 28
2024,UFC on ESPN+ 103,Matsumoto def. Katona,Unanimous,BELL,29 - 28
2024,UFC on ESPN+ 103,Matsumoto def. Katona,Unanimous,CLEARY,29 - 28
2024,UFC on ESPN+ 103,Matsumoto def. Katona,Unanimous,MCCARTHY,29 - 28
2024,UFC on ESPN+ 103,Reed def. Penne,Unanimous,BYRD,29 - 28
2024,UFC on ESPN+ 103,Reed def. Penne,Unanimous,CLEARY,29 - 28
2024,UFC on ESPN+ 103,Reed def. Penne,Unanimous,MCCARTHY,29 - 28
2024,UFC on ESPN+ 103,Martinez def. Ardelean,Unanimous,BELL,30 - 27
2024,UFC on ESPN+ 103,Martinez def. Ardelean,Unanimous,MCCARTHY,30 - 27
2024,UFC on ESPN+ 103,Martinez def. Ardelean,Unanimous,WEEKS,30 - 27
2024,UFC on ESPN+ 103,Lane def. Despaigne,Unanimous,BYRD,29 - 28
2024,UFC on ESPN+ 103,Lane def. Despaigne,Unanimous,KAMIJO,29 - 28
2024,UFC on ESPN+ 103,Lane def. Despaigne,Unanimous,PUCCILLO,29 - 28
2024,UFC on ESPN+ 102,Royval def. Taira,Split,D'AMATO,47 - 48
2024,UFC on ESPN+ 102,Royval def. Taira,Split,LEE,48 - 47
2024,UFC on ESPN+ 102,Royval def. Taira,Split,MCCARTHY,48 - 47
2024,UFC on ESPN+ 102,Park def. Tavares,Split,BELL,29 - 28
2024,UFC on ESPN+ 102,Park def. Tavares,Split,COLÓN,29 - 28
2024,UFC on ESPN+ 102,Park def. Tavares,Split,KAMIJO,28 - 29
2024,UFC on ESPN+ 102,Njokuani def. Gooden,Unanimous,BELL,30 - 27
2024,UFC on ESPN+ 102,Njokuani def. Gooden,Unanimous,LEE,30 - 27
2024,UFC on ESPN+ 102,Njokuani def. Gooden,Unanimous,WEEKS,30 - 27
2024,UFC on ESPN+ 102,Rodriguez def. Morono,Split,BELL,29 - 28
2024,UFC on ESPN+ 102,Rodriguez def. Morono,Split,BYRD,29 - 28
2024,UFC on ESPN+ 102,Rodriguez def. Morono,Split,D'AMATO,28 - 29
2024,UFC on ESPN+ 102,Gorimbo def. Price,Unanimous,BELL,30 - 27
2024,UFC on ESPN+ 102,Gorimbo def. Price,Unanimous,COLÓN,30 - 27
2024,UFC on ESPN+ 102,Gorimbo def. Price,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 102,Polastri def. McKenna,Split,BYRD,29 - 28
2024,UFC on ESPN+ 102,Polastri def. McKenna,Split,D'AMATO,28 - 29
2024,UFC on ESPN+ 102,Polastri def. McKenna,Split,MCCARTHY,30 - 27
2024,UFC on ESPN+ 102,Haddon def. Argueta,Unanimous,BELL,30 - 27
2024,UFC on ESPN+ 102,Haddon def. Argueta,Unanimous,LEE,30 - 27
2024,UFC on ESPN+ 102,Haddon def. Argueta,Unanimous,WEEKS,30 - 27
2024,UFC 307,Pena def. Pennington,Split,BELL,48 - 47
2024,UFC 307,Pena def. Pennington,Split,CLEARY,47 - 48
2024,UFC 307,Pena def. Pennington,Split,D'AMATO,48 - 47
2024,UFC 307,Bautista def. Aldo,Split,BELL,29 - 28
2024,UFC 307,Bautista def. Aldo,Split,CLEARY,29 - 28
2024,UFC 307,Bautista def. Aldo,Split,LEE,28 - 29
2024,UFC 307,Harrison def. Vieira,Unanimous,CLEARY,30 - 27
2024,UFC 307,Harrison def. Vieira,Unanimous,D'AMATO,30 - 27
2024,UFC 307,Harrison def. Vieira,Unanimous,FARAGHER,29 - 28
2024,UFC 307,Lucindo def. Rodriguez,Split,BELL,29 - 28
2024,UFC 307,Lucindo def. Rodriguez,Split,FARAGHER,28 - 29
2024,UFC 307,Lucindo def. Rodriguez,Split,FURSE,29 - 28
2024,UFC 307,Hernandez def. Hubbard,Split,FARAGHER,29 - 28
2024,UFC 307,Hernandez def. Hubbard,Split,FURSE,29 - 28
2024,UFC 307,Hernandez def. Hubbard,Split,LEE,27 - 30
2024,UFC 307,Almeida def. Potieria,Unanimous,FARAGHER,30 - 27
2024,UFC 307,Almeida def. Potieria,Unanimous,FURSE,30 - 27
2024,UFC 307,Almeida def. Potieria,Unanimous,LEE,30 - 27
2024,UFC 307,Pennington def. Esparza,Unanimous,D'AMATO,29 - 28
2024,UFC 307,Pennington def. Esparza,Unanimous,FARAGHER,29 - 28
2024,UFC 307,Pennington def. Esparza,Unanimous,FURSE,30 - 27
2024,UFC on ESPN+ 101,Imavov def. Allen,Unanimous,D'AMATO,29 - 28
2024,UFC on ESPN+ 101,Imavov def. Allen,Unanimous,LETHABY,29 - 28
2024,UFC on ESPN+ 101,Imavov def. Allen,Unanimous,OHLSSON,29 - 28
2024,UFC on ESPN+ 101,Gomis def. Brito,Split,CARTLIDGE,29 - 28
2024,UFC on ESPN+ 101,Gomis def. Brito,Split,OHLSSON,28 - 29
2024,UFC on ESPN+ 101,Gomis def. Brito,Split,WERNER,29 - 28
2024,UFC on ESPN+ 101,Cutelaba def. Erslan,Split,GLUSKI,28 - 29
2024,UFC on ESPN+ 101,Cutelaba def. Erslan,Split,OHLSSON,29 - 28
2024,UFC on ESPN+ 101,Cutelaba def. Erslan,Split,WERNER,29 - 28
2024,UFC on ESPN+ 101,Sy def. Jung,Unanimous,CARTLIDGE,30 - 27
2024,UFC on ESPN+ 101,Sy def. Jung,Unanimous,D'AMATO,30 - 27
2024,UFC on ESPN+ 101,Sy def. Jung,Unanimous,LETHABY,30 - 27
2024,UFC on ESPN+ 101,Klein def. Roberts,Unanimous,DANDINE,30 - 27
2024,UFC on ESPN+ 101,Klein def. Roberts,Unanimous,OHLSSON,29 - 28
2024,UFC on ESPN+ 101,Klein def. Roberts,Unanimous,WERNER,29 - 28
2024,UFC on ESPN+ 101,Lapilus def. Morales,Unanimous,CARTLIDGE,30 - 27
2024,UFC on ESPN+ 101,Lapilus def. Morales,Unanimous,LETHABY,30 - 27
2024,UFC on ESPN+ 101,Lapilus def. Morales,Unanimous,ZITOUNI,30 - 27
2024,UFC on ESPN+ 101,Barez def. Altamirano,Unanimous,DANDINE,29 - 28
2024,UFC on ESPN+ 101,Barez def. Altamirano,Unanimous,LETHABY,29 - 28
2024,UFC on ESPN+ 101,Barez def. Altamirano,Unanimous,WERNER,29 - 28
2024,UFC on ESPN+ 101,Cavalcanti def. Cornolle,Split,D'AMATO,29 - 28
2024,UFC on ESPN+ 101,Cavalcanti def. Cornolle,Split,OHLSSON,29 - 28
2024,UFC on ESPN+ 101,Cavalcanti def. Cornolle,Split,ZITOUNI,28 - 29
2024,UFC 306,Dvalishvili def. O'Malley,Unanimous,BELL,49 - 46
2024,UFC 306,Dvalishvili def. O'Malley,Unanimous,D'AMATO,48 - 47
2024,UFC 306,Dvalishvili def. O'Malley,Unanimous,LEE,48 - 47
2024,UFC 306,Shevchenko def. Grasso,Unanimous,CARTLIDGE,50 - 45
2024,UFC 306,Shevchenko def. Grasso,Unanimous,COLÓN,50 - 45
2024,UFC 306,Shevchenko def. Grasso,Unanimous,MCCARTHY,50 - 45
2024,UFC 306,Lopes def. Ortega,Unanimous,BELL,30 - 26
2024,UFC 306,Lopes def. Ortega,Unanimous,D'AMATO,30 - 27
2024,UFC 306,Lopes def. Ortega,Unanimous,KAMIJO,30 - 27
2024,UFC 306,Ribovics def. Zellhuber,Split,COLÓN,29 - 28
2024,UFC 306,Ribovics def. Zellhuber,Split,D'AMATO,28 - 29
2024,UFC 306,Ribovics def. Zellhuber,Split,LEE,29 - 28
2024,UFC 306,Rodriguez def. Osbourne,Unanimous,BYRD,29 - 27
2024,UFC 306,Rodriguez def. Osbourne,Unanimous,KAMIJO,29 - 28
2024,UFC 306,Rodriguez def. Osbourne,Unanimous,MCCARTHY,29 - 27
2024,UFC 306,Dumont def. Aldana,Unanimous,BELL,30 - 27
2024,UFC 306,Dumont def. Aldana,Unanimous,D'AMATO,30 - 27
2024,UFC 306,Dumont def. Aldana,Unanimous,LEE,30 - 27
2024,UFC 306,Van def. Chairez,Unanimous,BYRD,29 - 28
2024,UFC 306,Van def. Chairez,Unanimous,CARTLIDGE,29 - 28
2024,UFC 306,Van def. Chairez,Unanimous,LEE,29 - 28
2024,UFC 306,Rosas Jr. def. Aori,Unanimous,KAMIJO,29 - 28
2024,UFC 306,Rosas Jr. def. Aori,Unanimous,MCCARTHY,29 - 28
2024,UFC 306,Rosas Jr. def. Aori,Unanimous,WEEKS,29 - 28
2024,UFC on ESPN+ 100,Brady def. Burns,Unanimous,LEE,50 - 45
2024,UFC on ESPN+ 100,Brady def. Burns,Unanimous,LETHABY,49 - 46
2024,UFC on ESPN+ 100,Brady def. Burns,Unanimous,MINER,50 - 45
2024,UFC on ESPN+ 100,Silva def. Andrade,Unanimous,BYRD,30 - 27
2024,UFC on ESPN+ 100,Silva def. Andrade,Unanimous,KAMIJO,30 - 27
2024,UFC on ESPN+ 100,Silva def. Andrade,Unanimous,LEE,30 - 27
2024,UFC on ESPN+ 100,Ashmoz def. Peek,Unanimous,KAMIJO,30 - 27
2024,UFC on ESPN+ 100,Ashmoz def. Peek,Unanimous,LEE,29 - 28
2024,UFC on ESPN+ 100,Ashmoz def. Peek,Unanimous,LETHABY,29 - 28
